EVENT_PK_SEQ,NET_PK_SEQ,CRUISE_NAME,STATION,EVENT_NUMBER,NET_NUMBER,GEAR,GEAR_VOLUME_FILTERED,SAMPLE_JAR_COUNT,SAMPLE_TYPE,SAMPLE_SPLIT_FACTOR,FLOWMETER_NUMBER,FLOWMETER_CALIBRATION_DATE,FLOWMETER_CALIBRATION_FACTOR,FLOWMETER_REVOLUTIONS,PRESERVATIVE,FLAG_SEASON,FLAG_FLOWMETER_DIFF,FLAG_DEPTH,FLAG_REGION,FLAG_CLOGGING,FLAG_ZOO_ANALYZED,FLAG_EGGS_ANALYZED,FLAG_ICHTHYO_ANALYZED,FLAG_SAMPLE_INTACT,NET_COMMENT,DOE,DOC,UOE,UOC,BIO_VOLUME_ZOO_QUICK,ICH_HAUL_FCTR,ICH_HAUL_FCTR_LOCK,NET_DEPTH_MAX,NET_DEPTH_MIN,NET_DEPTH_MEAN,NET_DEPTH_START,NET_DEPTH_END,EGG_HAUL_FCTR,EGG_HAUL_FCTR_LOCK,ICH_QUARTER_PROC_FLAG
70235,72938,GU1608,0106,109,2,6B3Z,191.889,1,Z,,26417,01-JAN-14,0.2687,2444,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70235,72939,GU1608,0106,109,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70236,72940,GU1608,0107,110,1,6B3I,217.194,1,I,,26415,01-JAN-15,0.26873,2766,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.45,,,,,,,,,
70236,72941,GU1608,0107,110,2,6B3Z,210.653,1,Z,,26417,01-JAN-14,0.2687,2683,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70236,72942,GU1608,0107,110,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70237,72943,GU1608,0108,111,1,6B3I,124.145,1,I,,26415,01-JAN-15,0.26873,1581,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.91,,,,,,,,,
70237,72944,GU1608,0108,111,2,6B3Z,123.189,1,Z,,26417,01-JAN-14,0.2687,1569,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70237,72945,GU1608,0108,111,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70238,72946,GU1608,0109,112,1,6B3I,238.553,1,I,,26415,01-JAN-15,0.26873,3038,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,6.92,,,,,,,,,
70238,72947,GU1608,0109,112,2,6B3Z,235.856,1,Z,,26417,01-JAN-14,0.2687,3004,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70238,72948,GU1608,0109,112,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70239,72949,GU1608,0110,113,1,6B3I,95.327,1,I,,26415,01-JAN-15,0.26873,1214,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.14,,,,,,,,,
70239,72950,GU1608,0110,113,2,6B3Z,96.415,1,Z,,26417,01-JAN-14,0.2687,1228,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70239,72951,GU1608,0110,113,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70240,72952,GU1608,0111,114,1,6B3I,119.747,1,I,,26415,01-JAN-15,0.26873,1525,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.76,,,,,,,,,
70240,72953,GU1608,0111,114,2,6B3Z,122.796,1,Z,,26417,01-JAN-14,0.2687,1564,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70240,72954,GU1608,0111,114,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70241,72955,GU1608,0112,115,1,6B3I,100.038,1,I,,26415,01-JAN-15,0.26873,1274,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.5,,,,,,,,,
70241,72956,GU1608,0112,115,2,6B3Z,101.911,1,Z,,26417,01-JAN-14,0.2687,1298,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70241,72957,GU1608,0112,115,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70242,72958,GU1608,0114,117,1,6B3I,102.629,1,I,,26415,01-JAN-15,0.26873,1307,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.58,,,,,,,,,
70242,72959,GU1608,0114,117,2,6B3Z,102.854,1,Z,,26417,01-JAN-14,0.2687,1310,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70242,72960,GU1608,0114,117,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70243,72961,GU1608,0115,118,1,6B3I,102.551,1,I,,26415,01-JAN-15,0.26873,1306,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.9,,,,,,,,,
70243,72962,GU1608,0115,118,2,6B3Z,103.796,1,Z,,26417,01-JAN-14,0.2687,1322,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70243,72963,GU1608,0115,118,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70244,72964,GU1608,0116,119,1,6B3I,136.787,1,I,,26415,01-JAN-15,0.26873,1742,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3,,,,,,,,,
70244,72965,GU1608,0116,119,2,6B3Z,137.949,1,Z,,26417,01-JAN-14,0.2687,1757,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70244,72966,GU1608,0116,119,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70245,72967,GU1608,0117,120,1,6B3I,157.203,1,I,,26415,01-JAN-15,0.26873,2002,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.56,,,,,,,,,
70245,72968,GU1608,0117,120,2,6B3Z,156.479,1,Z,,26417,01-JAN-14,0.2687,1993,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70245,72969,GU1608,0117,120,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70246,72970,GU1608,0118,121,1,6B3I,115.9,1,I,,26415,01-JAN-15,0.26873,1476,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.92,,,,,,,,,
70246,72971,GU1608,0118,121,2,6B3Z,116.986,1,Z,,26417,01-JAN-14,0.2687,1490,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70246,72972,GU1608,0118,121,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70247,72973,GU1608,0120,123,1,6B3I,103.729,1,I,,26415,01-JAN-15,0.26873,1321,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,7.23,,,,,,,,,
70247,72974,GU1608,0120,123,2,6B3Z,105.523,1,Z,,26417,01-JAN-14,0.2687,1344,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70247,72975,GU1608,0120,123,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70248,72976,GU1608,0121,124,1,6B3I,111.424,1,I,,26415,01-JAN-15,0.26873,1419,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.94,,,,,,,,,
70248,72977,GU1608,0121,124,2,6B3Z,111.647,1,Z,,26417,01-JAN-14,0.2687,1422,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70248,72978,GU1608,0121,124,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70249,72979,GU1608,0122,125,1,6B3I,286.059,1,I,,26415,01-JAN-15,0.26873,3643,F5,,1,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.07,,,,,,,,,
70249,72980,GU1608,0122,125,2,6B3Z,248.262,1,Z,,26417,01-JAN-14,0.2687,3162,F5,,1,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70249,72981,GU1608,0122,125,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70250,72982,GU1608,0123,126,1,6B3I,317.939,1,I,,26415,01-JAN-15,0.26873,4049,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.81,,,,,,,,,
70250,72983,GU1608,0123,126,2,6B3Z,315.548,1,Z,,26417,01-JAN-14,0.2687,4019,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70250,72984,GU1608,0123,126,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70251,72985,GU1608,0124,127,1,6B3I,373.298,1,I,,26415,01-JAN-15,0.26873,4754,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.45,,,,,,,,,
70251,72986,GU1608,0124,127,2,6B3Z,373.413,1,Z,,26417,01-JAN-14,0.2687,4756,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70251,72987,GU1608,0124,127,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70252,72988,GU1608,0125,128,1,6B3I,385.626,1,I,,26415,01-JAN-15,0.26873,4911,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.39,,,,,,,,,
70252,72989,GU1608,0125,128,2,6B3Z,383.62,1,Z,,26417,01-JAN-14,0.2687,4886,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70252,72990,GU1608,0125,128,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70253,72991,GU1608,0126,129,1,6B3I,161.05,1,I,,26415,01-JAN-15,0.26873,2051,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.22,,,,,,,,,
70253,72992,GU1608,0126,129,2,6B3Z,156.086,1,Z,,26417,01-JAN-14,0.2687,1988,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70253,72993,GU1608,0126,129,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70254,72994,GU1608,0127,130,1,6B3I,129.17,1,I,,26415,01-JAN-15,0.26873,1645,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,1.55,,,,,,,,,
70254,72995,GU1608,0127,130,2,6B3Z,129.862,1,Z,,26417,01-JAN-14,0.2687,1654,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70254,72996,GU1608,0127,130,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70255,72997,GU1608,0128,131,1,6B3I,94.149,1,I,,26415,01-JAN-15,0.26873,1199,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.82,,,,,,,,,
70255,72998,GU1608,0128,131,2,6B3Z,90.448,1,Z,,26417,01-JAN-14,0.2687,1152,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70255,72999,GU1608,0128,131,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70256,73000,GU1608,0129,132,1,6B3I,123.359,1,I,,26415,01-JAN-15,0.26873,1571,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,2.03,,,,,,,,,
70256,73001,GU1608,0129,132,2,6B3Z,113.296,1,Z,,26417,01-JAN-14,0.2687,1443,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70256,73002,GU1608,0129,132,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70257,73003,GU1608,0130,133,1,6B3I,82.528,1,I,,26415,01-JAN-15,0.26873,1051,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,2.67,,,,,,,,,
70257,73004,GU1608,0130,133,2,6B3Z,77.65,1,Z,,26417,01-JAN-14,0.2687,989,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70257,73005,GU1608,0130,133,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70258,73006,GU1608,0133,136,1,6B3I,171.887,1,I,,26415,01-JAN-15,0.26873,2189,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.89,,,,,,,,,
70258,73007,GU1608,0133,136,2,6B3Z,170.925,1,Z,,26417,01-JAN-14,0.2687,2177,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70258,73008,GU1608,0133,136,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70259,73009,GU1608,0135,139,1,6B3I,445.146,1,I,,26415,01-JAN-15,0.26873,5669,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.52,,,,,,,,,
70259,73010,GU1608,0135,139,2,6B3Z,438.894,1,Z,,26417,01-JAN-14,0.2687,5590,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70259,73011,GU1608,0135,139,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70260,73012,GU1608,0136,141,1,6B3I,321.787,1,I,,26415,01-JAN-15,0.26873,4098,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,6.56,,,,,,,,,
70260,73013,GU1608,0136,141,2,6B3Z,335.177,1,Z,,26417,01-JAN-14,0.2687,4269,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70260,73014,GU1608,0136,141,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70261,73015,GU1608,0137,142,1,6B3I,372.12,2,I,,26415,01-JAN-15,0.26873,4739,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.62,,,,,,,,,
70261,73016,GU1608,0137,142,2,6B3Z,373.884,2,Z,,26417,01-JAN-14,0.2687,4762,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70261,73017,GU1608,0137,142,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70262,73018,GU1608,0138,143,1,6B3I,505.766,2,I,,26415,01-JAN-15,0.26873,6441,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.44,,,,,,,,,
70262,73019,GU1608,0138,143,2,6B3Z,511.363,2,Z,,26417,01-JAN-14,0.2687,6513,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70262,73020,GU1608,0138,143,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70263,73021,GU1608,0139,144,1,6B3I,389.474,1,I,,26415,01-JAN-15,0.26873,4960,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.98,,,,,,,,,
70263,73022,GU1608,0139,144,2,6B3Z,387.781,1,Z,,26417,01-JAN-14,0.2687,4939,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70263,73023,GU1608,0139,144,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70264,73024,GU1608,0140,145,1,6B3I,343.538,1,I,,26415,01-JAN-15,0.26873,4375,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.85,,,,,,,,,
70264,73025,GU1608,0140,145,2,6B3Z,342.008,1,Z,,26417,01-JAN-14,0.2687,4356,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70264,73026,GU1608,0140,145,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70265,73027,GU1608,0141,146,1,6B3I,260.146,1,I,,26415,01-JAN-15,0.26873,3313,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,6.38,,,,,,,,,
70265,73028,GU1608,0141,146,2,6B3Z,257.683,1,Z,,26417,01-JAN-14,0.2687,3282,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70265,73029,GU1608,0141,146,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70266,73030,GU1608,0142,148,1,6B3I,872.861,1,I,,26415,01-JAN-15,0.26873,11116,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,2.29,,,,,,,,,
70266,73031,GU1608,0142,148,2,6B3Z,857.924,1,Z,,26417,01-JAN-14,0.2687,10927,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70267,73032,GU1608,0143,149,1,6B3I,368.901,1,I,,26415,01-JAN-15,0.26873,4698,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.75,,,,,,,,,
70267,73033,GU1608,0143,149,2,6B3Z,362.735,1,Z,,26417,01-JAN-14,0.2687,4620,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70267,73034,GU1608,0143,149,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70268,73035,GU1608,0144,150,1,6B3I,337.334,1,I,,26415,01-JAN-15,0.26873,4296,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.99,,,,,,,,,
70268,73036,GU1608,0144,150,2,6B3Z,339.103,1,Z,,26417,01-JAN-14,0.2687,4319,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70268,73037,GU1608,0144,150,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70269,73038,GU1608,0145,152,1,6B3I,201.961,1,I,,26415,01-JAN-15,0.26873,2572,F5,,1,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,10.05,,,,,,,,,
70269,73039,GU1608,0145,152,2,6B3Z,309.267,1,Z,,26417,01-JAN-14,0.2687,3939,F5,,1,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70269,73040,GU1608,0145,152,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70270,73041,GU1608,0146,154,1,6B3I,469.096,1,I,,26415,01-JAN-15,0.26873,5974,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.28,,,,,,,,,
70270,73042,GU1608,0146,154,2,6B3Z,475.089,1,Z,,26417,01-JAN-14,0.2687,6051,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70270,73043,GU1608,0146,154,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70271,73044,GU1608,0147,155,1,6B3I,416.328,1,I,,26415,01-JAN-15,0.26873,5302,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.76,,,,,,,,,
70271,73045,GU1608,0147,155,2,6B3Z,414.633,1,Z,,26417,01-JAN-14,0.2687,5281,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70271,73046,GU1608,0147,155,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70272,73047,GU1608,0148,156,1,6B3I,292.341,1,I,,26415,01-JAN-15,0.26873,3723,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.64,,,,,,,,,
70272,73048,GU1608,0148,156,2,6B3Z,285.163,1,Z,,26417,01-JAN-14,0.2687,3632,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70272,73049,GU1608,0148,156,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70273,73050,GU1608,0149,157,1,6B3I,133.725,1,I,,26415,01-JAN-15,0.26873,1703,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.19,,,,,,,,,
70273,73051,GU1608,0149,157,2,6B3Z,131.04,1,Z,,26417,01-JAN-14,0.2687,1669,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70273,73052,GU1608,0149,157,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70274,73053,GU1608,0150,158,1,6B3I,387.982,1,I,,26415,01-JAN-15,0.26873,4941,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.25,,,,,,,,,
70274,73054,GU1608,0150,158,2,6B3Z,384.955,1,Z,,26417,01-JAN-14,0.2687,4903,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70274,73055,GU1608,0150,158,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70275,73056,GU1608,0152,160,1,6B3I,440.356,1,I,,26415,01-JAN-15,0.26873,5608,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,3.75,,,,,,,,,
70275,73057,GU1608,0152,160,2,6B3Z,438.973,1,Z,,26417,01-JAN-14,0.2687,5591,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70275,73058,GU1608,0152,160,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70276,73059,GU1608,0153,161,1,6B3I,391.201,1,I,,26415,01-JAN-15,0.26873,4982,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,2.4,,,,,,,,,
70276,73060,GU1608,0153,161,2,6B3Z,397.36,1,Z,,26417,01-JAN-14,0.2687,5061,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70276,73061,GU1608,0153,161,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70277,73062,GU1608,0154,162,1,6B3I,248.918,1,I,,26415,01-JAN-15,0.26873,3170,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,6.43,,,,,,,,,
70277,73063,GU1608,0154,162,2,6B3Z,252.03,1,Z,,26417,01-JAN-14,0.2687,3210,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70277,73064,GU1608,0154,162,6,2B1,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70278,73065,GU1608,0155,163,1,6B3I,350.055,1,I,,26415,01-JAN-15,0.26873,4458,F5,,,,,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,5.08,,,,,,,,,
70278,73066,GU1608,0155,163,2,6B3Z,353.157,1,Z,,26417,01-JAN-14,0.2687,4498,F5,,,,,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
70278,73067,GU1608,0155,163,7,2B3,,,,,,,,,,,,,,,,,,,,22-JUL-16,14-SEP-16,PLANKTON,PLANKTON,,,,,,,,,,,
70279,73068,GU1608,0156,164,1,6B3I,194.266,1,I,,26415,01-JAN-15,0.26873,2474,F5,1,,,1,N,,,I,Y,,22-JUL-16,13-DEC-16,PLANKTON,PLANKTON,,4.68,,,,,,,,,
70279,73069,GU1608,0156,164,2,6B3Z,188.12,1,Z,,26417,01-JAN-14,0.2687,2396,F5,1,,,1,N,I,,,Y,,22-JUL-16,02-JUN-17,PLANKTON,PLANKTON,,,,,,,,,,,
