EVENT_PK_SEQ,CRUISE_NAME,STATION,EVENT_NUMBER,GEAR,TOW_PROTOCOL,FORMATED_EVENT_DATE,LATITUDE,LONGITUDE,REGION,PLANKTON_STRATUM,BOTTOM_DEPTH_MAX_WIRE_OUT,TAXA_ICHTHYO,TAXA_NAME,ALIQUOT,TOTAL_COUNT,ABUNDANCE,CONC_100M3,COUNT_AT_LENGTH,LENGTH,LENGTH_ABUNDANCE,LENGTH_CONC_100M3
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170400000,Ophidiidae,1,5,8.4,3.22,1,11.2,2.1,0.81
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170130202,Coryphaena hippurus,1,1,1.68,0.64,1,3.2,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,132080000,Myctophidae,1,2,3.36,1.29,1,4.3,3.36,1.29
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,189030000,Balistidae,1,2,3.36,1.29,1,1.6,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,189030000,Balistidae,1,2,3.36,1.29,1,2.3,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,132010000,Synodontidae,1,3,5.04,1.93,1,5.3,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,132010000,Synodontidae,1,3,5.04,1.93,1,5.7,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,132010000,Synodontidae,1,3,5.04,1.93,1,5.9,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170550000,Gobiidae,1,4,6.72,2.58,1,1.3,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170550000,Gobiidae,1,4,6.72,2.58,1,2,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170550000,Gobiidae,1,4,6.72,2.58,1,4.1,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170550000,Gobiidae,1,4,6.72,2.58,1,4.2,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,132080200,Diaphus,1,2,3.36,1.29,1,2.7,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,132080200,Diaphus,1,2,3.36,1.29,1,3.1,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,183012200,Bothus,1,11,18.48,7.09,1,2,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,183012200,Bothus,1,11,18.48,7.09,1,2.3,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,183012200,Bothus,1,11,18.48,7.09,1,2.5,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,183012200,Bothus,1,11,18.48,7.09,1,2.6,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,183012200,Bothus,1,11,18.48,7.09,1,2.8,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,183012200,Bothus,1,11,18.48,7.09,1,3,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,183012200,Bothus,1,11,18.48,7.09,1,3.9,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,183012200,Bothus,1,11,18.48,7.09,1,4.5,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,183012200,Bothus,1,11,18.48,7.09,1,5,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,183012200,Bothus,1,11,18.48,7.09,1,7.6,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,183012200,Bothus,1,11,18.48,7.09,1,19.3,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,151061500,Syngnathus,1,1,1.68,0.64,1,8.7,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170026000,Anthias,1,1,1.68,0.64,1,3.2,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170700101,MICRODESMIDAE_Microdesmus longipinnus,1,1,1.68,0.64,1,6.9,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,121053002,Opisthonema oglinum,1,1,1.68,0.64,1,7.2,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,121140200,Cyclothone,1,2,3.36,1.29,1,2.3,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,121140200,Cyclothone,1,2,3.36,1.29,1,2.8,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170050000,Priacanthidae,1,1,1.68,0.64,1,2.2,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,121060000,Engraulidae,1,2,3.36,1.29,1,3.7,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,121060000,Engraulidae,1,2,3.36,1.29,1,4.5,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,143000000,Anguilliformes,1,1,1.68,0.64,1,16.7,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170300000,Scaridae,1,1,1.68,0.64,1,3.4,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440405,Thunnus thynnus,1,17,28.56,10.96,2,2.7,3.81,1.46
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440405,Thunnus thynnus,1,17,28.56,10.96,4,2.8,7.62,2.92
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440405,Thunnus thynnus,1,17,28.56,10.96,3,2.9,5.71,2.19
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440405,Thunnus thynnus,1,17,28.56,10.96,1,3,1.9,0.73
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440405,Thunnus thynnus,1,17,28.56,10.96,2,3.1,3.81,1.46
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440405,Thunnus thynnus,1,17,28.56,10.96,2,3.2,3.81,1.46
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440405,Thunnus thynnus,1,17,28.56,10.96,1,3.3,1.9,0.73
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,2.3,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,2.7,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,2.8,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,2.9,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,3.1,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,3.2,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,3.3,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,4,3.4,6.72,2.58
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,2,3.6,3.36,1.29
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,4,3.7,6.72,2.58
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,3.9,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,2,4,3.36,1.29
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,2,4.1,3.36,1.29
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,2,4.2,3.36,1.29
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,4.3,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,4.4,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,4.5,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,6,4.6,10.08,3.87
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,4.7,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,4.8,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,4.9,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,2,5.2,3.36,1.29
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,5.3,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,5.5,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,5.6,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,5.7,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,6.1,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,170440100,Auxis,1,44,73.92,28.35,1,6.3,1.68,0.64
70357,GU1608,236,251,6B3I,OT,6/20/16 0:22,37.0017,-73.8983,MAB,52,2490,100000001,Damaged larvae,1,6,10.08,3.87,,,,
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170220000,Mullidae,1,2,3.54,1.36,1,3.6,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170220000,Mullidae,1,2,3.54,1.36,1,4.7,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,162030100,Antigonia,1,3,5.31,2.05,2,2.6,3.54,1.36
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,162030100,Antigonia,1,3,5.31,2.05,1,2.7,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170300000,Scaridae,1,4,7.08,2.73,1,3.6,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170300000,Scaridae,1,4,7.08,2.73,1,4.5,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170300000,Scaridae,1,4,7.08,2.73,1,5.8,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170300000,Scaridae,1,4,7.08,2.73,1,7,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,2,1.5,3.54,1.36
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,2,1.7,3.54,1.36
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,1,1.9,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,2,2,3.54,1.36
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,2,2.3,3.54,1.36
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,1,2.4,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,1,2.6,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,1,2.9,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,1,3,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,1,3.2,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,1,3.3,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,1,3.6,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,1,3.7,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,2,4.3,3.54,1.36
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,1,4.9,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,1,6,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,1,6.6,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280000,Labridae,1,23,40.71,15.68,1,8.3,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280101,Tautogolabrus adspersus,1,7,12.39,4.77,1,1,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280101,Tautogolabrus adspersus,1,7,12.39,4.77,1,1.1,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280101,Tautogolabrus adspersus,1,7,12.39,4.77,3,1.3,5.31,2.05
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280101,Tautogolabrus adspersus,1,7,12.39,4.77,1,1.6,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170280101,Tautogolabrus adspersus,1,7,12.39,4.77,1,1.7,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,183050700,Symphurus,1,1,1.77,0.68,1,2.3,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,183012200,Bothus,1,5,8.85,3.41,1,1.8,2.21,0.85
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,183012200,Bothus,1,5,8.85,3.41,1,2.8,2.21,0.85
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,183012200,Bothus,1,5,8.85,3.41,1,3.8,2.21,0.85
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,183012200,Bothus,1,5,8.85,3.41,1,7.3,2.21,0.85
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,183011000,Syacium,1,6,10.62,4.09,1,1.8,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,183011000,Syacium,1,6,10.62,4.09,2,2.6,3.54,1.36
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,183011000,Syacium,1,6,10.62,4.09,1,3.4,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,183011000,Syacium,1,6,10.62,4.09,1,4.1,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,183011000,Syacium,1,6,10.62,4.09,1,4.7,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170480101,Xiphias gladius,1,2,3.54,1.36,1,4.3,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170480101,Xiphias gladius,1,2,3.54,1.36,1,5.6,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170400000,Ophidiidae,1,9,15.93,6.14,1,2.6,1.99,0.77
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170400000,Ophidiidae,1,9,15.93,6.14,1,2.7,1.99,0.77
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170400000,Ophidiidae,1,9,15.93,6.14,1,2.8,1.99,0.77
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170400000,Ophidiidae,1,9,15.93,6.14,1,3.7,1.99,0.77
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170400000,Ophidiidae,1,9,15.93,6.14,1,4.4,1.99,0.77
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170400000,Ophidiidae,1,9,15.93,6.14,1,5.8,1.99,0.77
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170400000,Ophidiidae,1,9,15.93,6.14,1,6.4,1.99,0.77
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170400000,Ophidiidae,1,9,15.93,6.14,1,12.3,1.99,0.77
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,161110000,Holocentridae,1,1,1.77,0.68,1,5.2,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170550000,Gobiidae,1,15,26.55,10.23,1,2,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170550000,Gobiidae,1,15,26.55,10.23,1,2.6,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170550000,Gobiidae,1,15,26.55,10.23,1,2.7,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170550000,Gobiidae,1,15,26.55,10.23,1,2.9,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170550000,Gobiidae,1,15,26.55,10.23,2,3.4,3.54,1.36
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170550000,Gobiidae,1,15,26.55,10.23,1,3.7,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170550000,Gobiidae,1,15,26.55,10.23,1,3.8,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170550000,Gobiidae,1,15,26.55,10.23,1,3.9,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170550000,Gobiidae,1,15,26.55,10.23,1,4,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170550000,Gobiidae,1,15,26.55,10.23,1,4.1,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170550000,Gobiidae,1,15,26.55,10.23,1,4.9,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170550000,Gobiidae,1,15,26.55,10.23,1,5.8,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170550000,Gobiidae,1,15,26.55,10.23,1,5.9,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170550000,Gobiidae,1,15,26.55,10.23,1,7,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,179010301,Dactylopterus volitans,1,2,3.54,1.36,1,2.3,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,179010301,Dactylopterus volitans,1,2,3.54,1.36,1,4.3,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,143150501,Ophichthus cruentifer,1,1,1.77,0.68,1,29.9,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170150000,Lutjanidae,1,5,8.85,3.41,1,2.2,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170150000,Lutjanidae,1,5,8.85,3.41,1,2.4,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170150000,Lutjanidae,1,5,8.85,3.41,1,3.1,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170150000,Lutjanidae,1,5,8.85,3.41,1,3.2,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170150000,Lutjanidae,1,5,8.85,3.41,1,3.3,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,132010000,Synodontidae,1,8,14.16,5.45,1,2.9,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,132010000,Synodontidae,1,8,14.16,5.45,1,3.4,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,132010000,Synodontidae,1,8,14.16,5.45,2,3.8,3.54,1.36
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,132010000,Synodontidae,1,8,14.16,5.45,1,3.9,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,132010000,Synodontidae,1,8,14.16,5.45,1,4.5,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,132010000,Synodontidae,1,8,14.16,5.45,1,7.1,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,132010000,Synodontidae,1,8,14.16,5.45,1,8.3,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170180000,Gerreidae,1,3,5.31,2.05,1,3.1,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170180000,Gerreidae,1,3,5.31,2.05,1,4.6,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170180000,Gerreidae,1,3,5.31,2.05,1,4.8,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170420000,Callionymidae,1,1,1.77,0.68,1,5,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,132080902,Ceratoscopelus maderensis,1,1,1.77,0.68,1,6.3,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170113100,Seriola,1,2,3.54,1.36,1,3.4,1.77,0.68
70358,GU1608,237,252,6B3I,OT,6/20/16 1:32,36.8833,-73.93,MAB,52,2624,170113100,Seriola,1,2,3.54,1.36,1,3.7,1.77,0.68
